residual sugar,chlorides,sulphates,total acidity,citric acid percentage,free sulfur dioxide percentage,percentage of alcohol density,quality
3.4,0.076,0.61,8.84,0.0271493212669683,0.1428571428571428,0.0942261427425821,
1.65,0.068,0.46,10.19,0.0421982335623159,0.4545454545454545,0.1145982026176642,
2.6,0.096,0.83,9.895,0.0,0.4230769230769231,0.0940564338603161,
2.2,0.089,0.44,12.8,0.0382812499999999,0.3571428571428571,0.0959808038392321,
2.1,0.08,0.49,8.6,0.0255813953488372,0.238095238095238,0.0993846184734924,
1.4,0.091,0.65,12.075,0.0331262939958592,0.2142857142857142,0.1006312016903363,
2.6,0.106,0.58,7.3,0.010958904109589,0.5185185185185185,0.1023428485426177,
6.1,0.083,0.68,7.239999999999999,0.042817679558011,0.1428571428571428,0.1032912814135863,
2.4,0.104,0.55,7.585,0.0,0.4666666666666667,0.1073650411398755,
2.0,0.27,1.02,9.51,0.0515247108307045,0.209090909090909,0.0932611311672683,
2.4,0.08,0.69,8.035,0.0124455507156191,0.4848484848484848,0.1082858747092323,
2.9,0.094,0.61,9.54,0.0513626834381551,0.3727272727272727,0.0921658986175115,
1.6,0.09,0.65,9.375,0.0106666666666666,0.3636363636363636,0.0957441475763196,
2.0,0.076,0.54,7.895,0.0164661177960734,0.6,0.1014606312659474,
1.8,0.0819999999999999,0.64,7.529999999999999,0.0225763612217795,0.5294117647058824,0.1043820382600317,
1.7,0.136,0.94,10.62,0.051789077212806,0.4615384615384615,0.1002486165690913,
2.1,0.064,0.64,7.18,0.011142061281337,0.5294117647058824,0.0974365155898424,
2.1,0.1119999999999999,0.52,9.05,0.0662983425414364,0.1333333333333333,0.0922490724957385,
2.2,0.079,0.54,6.66,0.0,0.6666666666666666,0.1156011258544431,
2.6,0.098,0.68,8.68,0.0,0.373134328358209,0.098314606741573,
1.7,0.084,0.54,8.01,0.0024968789013732,0.4193548387096774,0.1054873515642267,
1.8,0.062,0.7,8.08,0.0495049504950495,0.35,0.1116587868423699,
1.8,0.104,0.93,8.36,0.0227272727272727,0.2553191489361702,0.095343235648334,
2.5,0.086,0.64,9.65,0.0145077720207253,0.3,0.1051851258214457,
1.7,0.063,0.67,7.39,0.013531799729364,0.6415094339622641,0.0974091182968467,
1.8,0.084,0.44,6.44,0.0388198757763975,0.1428571428571428,0.1015442773264698,
2.1,0.07,0.59,10.015,0.0239640539191213,0.25,0.0993377483443708,
1.6,0.081,0.78,8.3,0.0759036144578313,0.5517241379310345,0.1084468008193758,
1.7,0.08,0.65,7.7,0.0389610389610389,0.4177215189873418,0.0952954157889457,
2.6,0.079,0.57,8.06,0.0136476426799007,0.2448979591836734,0.1003210272873194,
6.2,0.088,0.99,12.025,0.0548856548856548,0.25,0.1331597917501001,
1.9,0.08,0.74,7.47,0.0,0.5641025641025641,0.0972908997903732,
5.6,0.124,0.72,7.49,0.0,0.3620689655172414,0.1020306091827548,
2.1,0.071,0.62,12.18,0.0451559934318555,0.2631578947368421,0.1081514119767674,
1.7,0.079,0.62,7.96,0.0389447236180904,0.4,0.0952705684142966,
1.3,0.072,1.08,8.28,0.002415458937198,0.45,0.0923231309583542,
1.9,0.065,0.71,9.6,0.03125,0.4705882352941176,0.1052378375127788,
3.65,0.121,0.74,12.13,0.0544105523495465,0.4285714285714285,0.1152535578272198,
1.6,0.076,0.7,7.77,0.0077220077220077,0.3333333333333333,0.0962695547533092,
1.9,0.085,0.55,9.73,0.0452209660842754,0.4090909090909091,0.09527821238015,
2.1,0.093,0.62,8.58,0.0559440559440559,0.5,0.1247384516336713,
2.4,0.077,0.57,10.53,0.0227920227920227,0.1818181818181818,0.0942450370964507,
2.3,0.086,0.62,8.1,0.0358024691358024,0.3571428571428571,0.1155755663202749,
1.6,0.073,0.54,6.66,0.0255255255255255,0.6363636363636364,0.1146592909228061,
2.1,0.062,0.65,7.779999999999999,0.0411311053984575,0.5740740740740741,0.1002727418578533,
4.5,0.107,0.83,10.74,0.0465549348230912,0.3846153846153846,0.1152304609218436,
2.1,0.083,0.66,10.02,0.0349301397205588,0.4473684210526316,0.1114211720302744,
2.0,0.08,0.52,7.89,0.0329531051964512,0.1634615384615384,0.099413560411311,
2.3,0.12,0.71,6.970000000000001,0.0172166427546628,0.6944444444444444,0.1135461570152433,
2.8,0.095,0.61,12.29,0.0561432058584214,0.4857142857142857,0.108064838903342,
8.8,0.084,0.64,7.21,0.0429958391123439,0.5777777777777777,0.1011780734092001,
2.4,0.075,0.61,10.44,0.0469348659003831,0.3571428571428571,0.1042293044698336,
2.2,0.047,0.77,6.760000000000001,0.0310650887573964,0.5416666666666666,0.0973299485255014,
2.0,0.088,0.55,9.22,0.0336225596529284,0.631578947368421,0.104449131264437,
2.9,0.072,0.78,10.69,0.058933582787652,0.3846153846153846,0.1254012841091492,
2.0,0.071,0.87,12.96,0.0486111111111111,0.4,0.1021225470564677,
2.4,0.093,0.76,10.43,0.0546500479386385,0.5769230769230769,0.1163373783973523,
2.1,0.079,0.5,8.77,0.0364880273660205,0.2162162162162162,0.0983382836959139,
6.6,0.1119999999999999,0.68,11.6,0.0293103448275862,0.2323232323232323,0.0927320045069748,
2.3,0.08,0.58,7.689999999999999,0.0013003901170351,0.627906976744186,0.10748367654445,
2.2,0.048,1.01,8.389999999999999,0.0429082240762812,0.660377358490566,0.1246231155778894,
2.5,0.063,0.65,10.24,0.0458984374999999,0.3214285714285714,0.1082055906221821,
2.7,0.098,0.61,12.28,0.0399022801302931,0.2857142857142857,0.1029588164734106,
3.3,0.1009999999999999,0.67,9.79,0.0245148110316649,0.425531914893617,0.0961153384060873,
2.8,0.093,0.63,9.46,0.0327695560253699,0.1938775510204081,0.0951760757401192,
2.0,0.08,0.52,8.4,0.0309523809523809,0.2366412213740458,0.0993756399188934,
2.2,0.096,0.67,8.19,0.0598290598290598,0.3559322033898305,0.1012896885091361,
2.0,0.084,0.56,9.99,0.014014014014014,0.5208333333333334,0.0971846508365895,
3.0,0.086,0.74,9.39,0.0330138445154419,0.2839506172839506,0.1159768046390721,
2.5,0.068,0.61,8.345,0.0143798681845416,0.3142857142857143,0.1164658634538152,
6.0,0.06,0.59,7.39,0.0081190798376184,0.6111111111111112,0.1084119654687813,
1.8,0.066,0.66,6.41,0.0171606864274571,0.6428571428571429,0.109566458590915,
6.7,0.235,0.56,7.53,0.0438247011952191,0.5739130434782609,0.0952027819255013,
2.7,0.095,0.68,10.43,0.0316395014381591,0.3146067415730337,0.1001602564102564,
15.5,0.069,0.66,10.88,0.0358455882352941,0.2608695652173913,0.0917614203072012,
1.8,0.157,0.92,8.3,0.0349397590361445,0.0227272727272727,0.0952571944249473,
2.8,0.109,0.79,9.11,0.0439077936333699,0.4375,0.118457244965567,
2.1,0.066,0.73,8.48,0.0330188679245283,0.4333333333333333,0.0973113964686998,
1.6,0.079,0.58,7.9,0.0227848101265822,0.4137931034482758,0.0943301555444054,
2.9,0.065,0.62,10.46,0.0420650095602294,0.5,0.1223990208078335,
1.7,0.084,0.54,8.01,0.0024968789013732,0.4193548387096774,0.1054873515642267,
2.5,0.126,0.74,9.16,0.0338427947598253,0.375,0.0962444609307641,
3.0,0.102,0.46,8.2,0.0,0.4375,0.1004157210852931,
2.1,0.0969999999999999,0.48,9.16,0.0218340611353711,0.2035398230088495,0.092246297614631,
1.7,0.044,0.94,5.685,0.0,0.1627906976744186,0.1299564796905222,
1.7,0.055,0.59,9.04,0.038716814159292,0.4814814814814814,0.1136889550677103,
2.5,0.075,0.52,7.995,0.0,0.2307692307692307,0.0921843687374749,
1.8,0.118,0.75,11.29,0.04162976085031,0.4285714285714285,0.0981767180925666,
2.0,0.0819999999999999,0.48,7.439999999999999,0.0376344086021505,0.4558823529411764,0.0942885228800128,
2.1,0.08,0.7,7.34,0.0313351498637602,0.0924369747899159,0.109505917338102,
2.0,0.083,0.6,9.245,0.0270416441319632,0.2857142857142857,0.100185342884336,
2.0,0.075,0.62,8.26,0.0242130750605326,0.2307692307692307,0.0931210573745869,
2.2,0.069,0.63,7.119999999999999,0.0056179775280898,0.5333333333333333,0.0944154278826838,
2.0,0.057,0.46,7.279999999999999,0.0013736263736263,0.4545454545454545,0.1125763911225474,
2.2,0.075,0.84,15.21,0.0289283366206443,0.4166666666666667,0.0919954002299884,
1.9,0.064,0.87,8.82,0.0408163265306122,0.6883116883116883,0.1104373318340628,
1.9,0.098,0.64,8.38,0.0525059665871121,0.4,0.1145038167938931,
1.5,0.08,0.62,6.22,0.0048231511254019,0.4615384615384615,0.1015095780819714,
2.6,0.059,0.56,8.879999999999999,0.0259009009009009,0.3333333333333333,0.1133400200601805,
1.9,0.09,0.82,9.145,0.0120284308365226,0.2539682539682539,0.0963371801304566,
2.1,0.069,0.54,8.03,0.0386052303860523,0.1756756756756756,0.0994175537256477,
2.3,0.083,0.5,10.25,0.04,0.180327868852459,0.095171308355039,
4.0,0.1009999999999999,0.59,9.38,0.056503198294243,0.3,0.1215030225132046,
1.8,0.132,0.77,11.22,0.0463458110516934,0.3863636363636363,0.1153067158641987,
2.0,0.083,0.55,7.32,0.0,0.7083333333333334,0.11263413015276,
2.5,0.091,0.86,9.22,0.009761388286334,0.4081632653061224,0.1062550120288692,
2.6,0.079,0.75,12.75,0.0384313725490196,0.391304347826087,0.1040624374624775,
1.4,0.055,0.48,6.77,0.0,0.8181818181818182,0.1239669421487603,
2.7,0.066,0.78,7.88,0.0431472081218274,0.2586206896551724,0.1186287322810897,
4.2,0.095,0.74,16.145,0.0303499535459894,0.4347826086956521,0.1106514479389921,
1.6,0.057,0.69,8.09,0.0519159456118665,0.6,0.1126760563380281,
2.6,0.073,0.79,7.949999999999999,0.0754716981132075,0.5227272727272727,0.1113831580637392,
5.2,0.094,0.52,8.185,0.0232131948686621,0.1938775510204081,0.0962763130183627,
2.4,0.078,0.59,7.92,0.0164141414141414,0.5573770491803278,0.1085121774776947,
1.7,0.054,0.67,11.98,0.0392320534223706,0.53125,0.1063338884096061,
2.3,0.065,0.51,7.82,0.0012787723785166,0.1739130434782608,0.1187935408528973,
4.1,0.095,0.53,8.92,0.0,0.3571428571428571,0.0961403649328019,
1.9,0.066,0.87,10.66,0.0450281425891182,0.6,0.1093016726164213,
1.8,0.05,0.79,5.54,0.0,0.4285714285714285,0.1411859620814844,
3.7,0.104,0.58,7.91,0.0189633375474083,0.3085106382978723,0.0911951576373439,
2.5,0.226,0.6,9.4,0.025531914893617,0.3333333333333333,0.0900810729656691,
6.0,0.073,0.49,9.435,0.0158982511923688,0.2037037037037037,0.0990990990990991,
1.4,0.071,0.61,7.62,0.0131233595800524,0.4285714285714285,0.0923694779116465,
2.2,0.073,0.66,8.48,0.0400943396226415,0.64,0.1247987117552335,
3.5,0.358,1.08,7.970000000000001,0.0853199498117942,0.5,0.0992779783393501,
2.0,0.0819999999999999,0.55,7.79,0.0616174582798459,0.208955223880597,0.0922583233052547,
13.8,0.205,0.75,10.4,0.048076923076923,0.5853658536585366,0.0877875541190319,
2.3,0.076,0.59,8.39,0.0214541120381406,0.3148148148148148,0.100250626566416,
1.9,0.072,0.63,8.44,0.0,0.4909090909090909,0.1104195944589439,
11.0,0.071,0.69,10.49,0.0190657769304099,0.26,0.091862206689965,
2.7,0.102,0.56,10.48,0.0229007633587786,0.40625,0.1,
2.7,0.087,0.61,9.32,0.0364806866952789,0.1967213114754098,0.095171308355039,
1.9,0.108,0.59,8.03,0.0298879202988792,0.1764705882352941,0.0933079161232065,
2.5,0.067,0.86,10.91,0.0449129239230064,0.2857142857142857,0.1071392810653849,
2.3,0.05,0.64,7.77,0.0437580437580437,0.5,0.110541654105115,
1.5,0.161,0.61,6.015,0.0315876974231088,0.1129032258064516,0.1106695507822325,
2.3,0.387,0.67,10.05,0.0656716417910447,0.3243243243243243,0.0961731116008815,
1.9,0.11,1.95,9.09,0.0308030803080308,0.1470588235294117,0.0992779783393501,
2.3,0.0819999999999999,0.65,7.989999999999999,0.0387984981226533,0.323943661971831,0.0971749148467241,
1.8,0.039,0.56,7.319999999999999,0.0669398907103825,0.4444444444444444,0.1248188114028023,
2.7,0.084,0.61,9.47,0.0327349524815205,0.192,0.094150641025641,
2.1,0.078,0.87,9.32,0.0257510729613733,0.0357142857142857,0.1031031031031031,
1.8,0.077,0.67,8.27,0.0278113663845223,0.4693877551020408,0.0933453778982234,
2.4,0.072,0.77,9.12,0.0493421052631579,0.5423728813559322,0.1204613670357469,
2.6,0.086,0.59,8.03,0.0074719800747198,0.4545454545454545,0.107375815353738,
2.1,0.065,0.53,7.489999999999999,0.0160213618157543,0.5833333333333334,0.1340023374843832,
1.7,0.076,0.4,8.11,0.0246609124537607,0.6,0.0934729732446177,
1.8,0.075,1.06,10.64,0.0460526315789473,0.3,0.1102535832414553,
2.3,0.098,0.55,8.52,0.0492957746478873,0.3333333333333333,0.12361063654453,
2.0,0.047,0.44,8.66,0.023094688221709,0.25,0.1094927172275238,
2.5,0.078,0.58,8.01,0.0411985018726591,0.2608695652173913,0.1124836798232399,
2.3,0.071,0.62,10.44,0.043103448275862,0.4,0.0940846762085877,
2.0,0.061,0.52,10.35,0.0454106280193236,0.5454545454545454,0.120500075312547,
2.1,0.087,0.74,8.21,0.0341047503045067,0.4259259259259259,0.0921843687374749,
2.0,0.052,0.82,7.899999999999999,0.0531645569620253,0.25,0.1194419351600923,
5.6,0.087,0.77,9.3,0.0344086021505376,0.2127659574468085,0.1050945851266139,
2.0,0.337,1.61,9.49,0.0526870389884088,0.3333333333333333,0.095343235648334,
6.2,0.078,0.77,9.11,0.0450054884742041,0.5952380952380952,0.1265949964834723,
2.8,0.075,0.57,13.3,0.0368421052631579,0.2631578947368421,0.1140684410646387,
2.2,0.062,0.72,7.93,0.0378310214375788,0.5,0.1155836976732499,
2.2,0.079,0.56,10.56,0.0227272727272727,0.3275862068965517,0.1010909818836953,
1.8,0.069,0.74,6.5,0.0246153846153846,0.44,0.1014565544952285,
1.7,0.052,0.47,7.59,0.0,0.375,0.1034136546184739,
3.0,0.092,0.7,7.9,0.0151898734177215,0.5471698113207547,0.1033410253837664,
1.7,0.074,0.74,9.46,0.0274841437632135,0.1739130434782608,0.0922675759703139,
1.5,0.096,0.52,9.12,0.0416666666666666,0.2777777777777778,0.0943150121405494,
2.6,0.078,0.51,10.64,0.0263157894736842,0.2727272727272727,0.0981963927855711,
2.0,0.075,0.71,6.545,0.0183346065699006,0.7272727272727273,0.1024641626568354,
2.3,0.049,0.63,6.1,0.0147540983606557,0.1717171717171717,0.1308241924121968,
2.0,0.079,0.55,7.31,0.042407660738714,0.4117647058823529,0.0953164506160452,
2.2,0.079,0.56,10.56,0.0227272727272727,0.3275862068965517,0.1010909818836953,
2.1,0.072,0.78,8.74,0.0480549199084668,0.6388888888888888,0.1247585318737926,
1.8,0.118,0.75,11.29,0.04162976085031,0.4285714285714285,0.0981767180925666,
1.8,0.341,1.08,8.22,0.0620437956204379,0.3035714285714285,0.0922860868692948,
2.0,0.1,0.56,9.13,0.0240963855421686,0.2592592592592592,0.1023377144577104,
3.0,0.115,0.63,7.26,0.0,0.6774193548387096,0.1033835529815616,
2.5,0.085,0.72,11.86,0.0202360876897133,0.3018867924528302,0.1100770539377564,
1.9,0.0969999999999999,0.58,7.83,0.0,0.3684210526315789,0.0902934537246049,
4.6,0.08,0.57,9.5,0.06,0.3,0.1254365190864207,
1.9,0.08,0.55,7.81,0.0,0.4,0.094263939029282,
2.2,0.079,0.67,8.915,0.0448681996634885,0.5,0.1195835678109172,
2.2,0.095,0.7,7.11,0.0,0.8135593220338984,0.1155302840035764,
2.5,0.077,0.59,7.689999999999999,0.0013003901170351,0.2352941176470588,0.0982495538668217,
2.0,0.08,0.52,8.4,0.0309523809523809,0.2366412213740458,0.0993756399188934,
2.6,0.109,0.5,8.99,0.032258064516129,0.2605042016806723,0.0911814510876644,
2.3,0.063,0.53,8.639999999999999,0.0277777777777777,0.3571428571428571,0.1023962735787497,
3.3,0.096,0.72,8.969999999999999,0.0,0.4262295081967213,0.0979755061234691,
1.7,0.415,1.17,9.48,0.0537974683544303,0.1818181818181818,0.0923481525350571,
2.0,0.079,0.62,8.3,0.0072289156626506,0.4634146341463415,0.1013069600890698,
2.0,0.0819999999999999,0.44,8.96,0.0044642857142857,0.4545454545454545,0.0962309542902967,
4.1,0.074,0.72,7.74,0.0271317829457364,0.2461538461538461,0.0926463812824262,
2.0,0.0819999999999999,0.66,11.64,0.0386597938144329,0.4,0.0921105326391669,
2.0,0.071,0.87,6.59,0.0652503793626707,0.5833333333333334,0.1126443255421008,
1.8,0.071,0.69,9.5,0.0526315789473684,0.4375,0.1256761376203977,
2.95,0.1159999999999999,0.75,10.92,0.0604395604395604,0.4137931034482758,0.1173520561685055,
2.0,0.0819999999999999,0.59,8.445,0.0,0.5,0.0983540746688077,
2.8,0.066,0.67,9.18,0.0326797385620915,0.3571428571428571,0.1124046567643516,
2.6,0.087,0.65,12.09,0.0488006617038875,0.2653061224489796,0.1101321585903083,
1.7,0.084,0.54,8.01,0.0024968789013732,0.4193548387096774,0.1054873515642267,
6.3,0.064,0.73,9.96,0.0491967871485943,0.2941176470588235,0.1101321585903083,
2.0,0.079,0.64,8.709999999999999,0.0275545350172215,0.1860465116279069,0.0952247303636582,
1.8,0.053,0.42,10.845,0.0331950207468879,0.3571428571428571,0.1001803245842516,
1.9,0.083,0.63,10.26,0.0526315789473684,0.5675675675675675,0.1186513961649455,
2.5,0.076,0.52,7.93,0.0025220680958385,0.3809523809523809,0.0932611311672683,
2.6,0.074,0.62,8.615,0.0011607661056297,0.5333333333333333,0.1084108772246815,
2.2,0.038,0.65,6.78,0.0206489675516224,0.6,0.1115420945796571,
1.7,0.081,0.49,9.53,0.0,0.25,0.1093938177438779,
2.1,0.09,0.62,11.76,0.0586734693877551,0.2857142857142857,0.092,
2.2,0.106,0.5,11.13,0.0350404312668463,0.25,0.0961345884237933,
2.0,0.073,0.61,8.42,0.0201900237529691,0.3333333333333333,0.0922583233052547,
2.3,0.067,0.57,7.74,0.0103359173126615,0.59375,0.1103885677585099,
1.9,0.074,0.61,8.39,0.035756853396901,0.3809523809523809,0.090255422846656,
2.4,0.068,0.6,7.75,0.0425806451612903,0.3461538461538461,0.11963406052076,
2.0,0.079,0.69,8.47,0.0365997638724911,0.1265822784810126,0.0953078443372091,
2.2,0.06,0.64,8.02,0.0498753117206982,0.6,0.1186239620403321,
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,3.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,3.0
,,,,,,,2.0
,,,,,,,2.0
,,,,,,,1.0
,,,,,,,2.0
